129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
129,129,163,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,163,129,162,129,163,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,163,129,162,129,163,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,163,129,162,129,162
129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,131,129,129,161,129,129,129,129,129,129,129,129,129,129,162,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,131,129,129,161,129,129,129,129,129,129,129,129,129,129,162,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,131,129,129,161,129,129,129,129,129,129,129,129,129,129,162,129,162
129,129,129,129,129,129,131,129,129,129,129,130,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,162,129,129,129,129,129,131,129,129,129,129,130,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,162,129,129,129,129,129,131,129,129,129,129,130,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,162,129,162
129,129,129,131,129,129,129,129,129,129,129,129,129,129,129,131,161,129,129,129,129,129,129,129,129,129,129,129,129,129,162,162,129,129,131,129,129,129,129,129,129,129,129,129,129,129,131,161,129,129,129,129,129,129,129,129,129,129,129,129,129,162,162,129,129,131,129,129,129,129,129,129,129,129,129,129,129,131,161,129,129,129,129,129,129,129,129,129,129,129,129,129,162,162,162,162
129,129,129,129,129,129,130,131,129,129,129,129,129,129,129,129,129,129,129,129,131,130,129,129,162,129,129,129,129,129,162,129,129,129,129,129,129,130,131,129,129,129,129,129,129,129,129,129,129,129,129,131,130,129,129,162,129,129,129,129,129,162,129,129,129,129,129,129,130,131,129,129,129,129,129,129,129,129,129,129,129,129,131,130,129,129,162,129,129,129,129,129,162,129,162,129
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,193,129,162,162,162,129,129,129,129,131,162,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,193,129,162,162,162,129,129,129,129,131,162,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,193,129,162,162,162,129,129,129,129,131,162,129,162,129
129,129,130,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,162,129,129,130,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,162,129,129,130,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,162,129,162,129
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,162,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,162,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,162,129,162,129
129,129,129,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,162,129,131,129,162,129,129,129,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,162,129,131,129,162,129,129,129,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,162,129,131,129,162,129,162,129
